product,title,rating,body
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Love these headphones for the price,4.0,"A generally good budget pair of headphones (I also got them on offer) that have decent sound and keep their charge for a good period of time (with a few hrs listening a day mine lasted over a week on a full charge). The Bluetooth signal is strong and gets through walls my old ones didn't. However they, as is often the case with Bluetooth, are a bit unreliable at connecting to the correct device at the correct time - which can be a bit annoying. I also would only buy them for listening. Although they have a mic and I have tried them for calls, I found them very 'echoy' compared to my other Bluetooth headphones. But for music or audiobooks fantastic!"
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Love them! Great value for money,5.0,"I love these headphones! I wear them everywhere, even in the bath were they may get a little wet and they’re still working perfectly. I couldn’t believe they were this cheap!The battery last a long time! The sound quality is great! I love the use of buttons to control volume and pausing a song etc.Would highly recommend"
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Great value,4.0,"I went for this headphones because of the reasonable price and good reviews. They're lightweight and comfortable but not very sturdy.  The sound is quite good especially considering the price. It was very easy to connect and they're easy to use. Overall quite happy with it, if you're looking for an inexpensive option look no further."
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Love them!,5.0,"Great headset, exactly what I was looking for. I use it mostly to listed to a podcasts while working, sometimes a bit of music. The sound quality and sound insulation might not be 100%, but it is good enough for me (I’m no specialist). I love the fact that as a glass wearer they don’t squeeze my glasses into my skull around the ears plus I can pivot the actual cushiony bit so it further releases the pressure. The battery is amazing also! Great item for the price. The only thing that isn’t too great is that it seems that I need to get one device to ‘forget’ the headset to connect it to a different one, but as I mentioned, for the price that isn’t that big of a deal for me."
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black","Cheap, but decent sound quality.",2.0,"Broke within a month. Thanks Sony, every day you help me step one bit closer to ending my chronic addiction to breathing."
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Broke very easy,2.0,I dropped it And it broke long battery life tho
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Clear and easy to use,4.0,I bought this as a present for someone.  She has not used it very much.  She is happy with it so far.
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Great for in the gym,5.0,I only bought these because the gym I go to has the worst music… there’s are great to cancel it out
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Great for the price,4.0,I was after a pair of under £50 wireless headphones for listing to podcasts and music on during my commute and came across these on Amazon. Reviews were alright and I trust Sony gear.I’m really pleased with them for £30. The battery life is amazing and I only needed to charge them after two weeks after using them for about 22hrs a day.I give them 4 stars as the sound quality is only average but to be fair I didn’t expect more for the price. I’ve had AKGs previously and their sound quality is brilliant. They also don’t cancel noise at all but then again they don’t claim to and sometimes I think it’s better to hear your surroundings when you’re walking around London!Great buy for the price and I’ll get loads of use out of them.
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Entry level Bluetooth headphones that have done it right,4.0,"Sound quality is not something to boast here, but these headphones still provide good fidelity. What matters more for me is that there is no hissing and no white noise, which is much appreciated. Bluetooth signal stability is also satisfactory; I experienced no dropouts or hiccups. As this is a pair of on-ear headphones, there is virtually no noise cancellation, but this is conscious choice from me because I'm using them at home, not during traveling or work; I need to hear what's going on around the house. Headset itself is not too tight; do have this in mind if using while exercising. Build quality is slightly flimsy, so I would be gentle with them. While it may seem that this product is not perfect in all regards, it gets the job done: a pair of reliable wireless headphones that are within budget."
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Good quality at the price,5.0,Comfortable fit and lightweight. Sound quality is good and noise cancellation entirely acceptable. Volume control not as sensitive as it could be. Very good battery life and fast charging. Overall an excellent product for the money.
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Not really for what we wanted,3.0,"I bought these headphones because my husband had seen them highly recommended on a TV programme. However he wanted them to listen to the TV and it seems they were not really intended for that. Our son in law connected them via blue tooth to the TV and they worked beautifully, but when my husband wanted to  connect the following day, my son in law had to reconnect them. With his old headphones we used to do it every day, as it was just a question of pressing a button on the headphones and then pressing one button on the TV headset to select 'yes'. This was too involved for us to do every time he wanted to watch TV, so our son in law bought us some that worked in the same way as our previous ones."
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Decent pair of mid range bluetooth headphones,4.0,"I've been using these to listen to podcasts on my daily walks and whilst doing household chores. Bluetooth connection is great and easy to use, especially in winter when you're wearing three extra layers of clothing and headphone wires are just another thing to get in the way. I do find they pinch my ears, although admittedly my head is quite big and I have a lot of hair for them to get round."
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Present for Granddaughter,5.0,A present so I have no personal experience.
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Ok Sony headphones.,2.0,"The headphones are okie, not super great though.No noise cancelling, sound quality is good and battery life is good too.For me, better than other headphones in the same price range, tried around other three headphones from different manufacturers. My advice, if looking for noises cancelling, the price will be above 75£ to get something decent  otherwise, get these ones.Update on the review:Start having connectivity and volum issues after few months of normal use.Good luck 👍"
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Good headphones for the price you pay.,4.0,"After 1 week using: Bought for 34 (cyber Monday) I can absolutely say that the price is very good for what you have in hands then. Audio quality is good, I'd prefer more realistic bass, this headphones has bass but it's kind of pumped (bass with makeup), compared to a pair of more expensive AKG (wired), but for 34£ and via Bluetooth it's ok. Mid and high range frequency good, nothing bad to say. Comfort enough good for the price. Battery (first week) very long duration. Isolation medium, at half volume, if you put the headphones on a table while music playing, you can hear it, so the same form out to your ear, but there's a bit of isolation. You can understand the real audio quality of this headphones in a quiet room, not on a bus.I'm happy about this purchase."
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Great product,5.0,"Great headset for the price,  very good clear sound and surprisingly good range. Worth buying"
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",works well,5.0,Love the little voice to tell me how much battery is left
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Fabulous,5.0,Bought these for my 19yr old son for using in gym.He said they are fantastic...noise cancellation very good.
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Great quality for this Price,5.0,"It’s been 9 days and headphone is still almost fully charged. That good is battery life.2. Audio quality is reasonably good.3. Wireless Bluetooth connects to your device ‘automatically’ after once configured.4. There is no noise cancelling (which I never needed anyway)5. Charging cable is very short. It would be better if it was a bit longer. But again, you hardly need to charge once a week for casual household use."
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",WRONG CHARGER,3.0,The headphones are generally good but when I went to charge them up they were for the wrong charger ;-;
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Good all round. But not amazing.,4.0,"Just a short review for any potential buyers that are unsure.Generally I’m happy with these headphones, but wish I had the patience to shop round.The look is smart and clean, with a textured finish which works for me as I mainly use them in a gym. However they do feel cheap. An all plastic finish and the ear pieces are loose and moves easily, almost too easily.They have a good fit and are snug. I’d imagine they would eventually get warm on the ears as they’re on-ear rather than over-ear.Sound quality is average. I’ve have marked them at £30-40 headphones. Good amount of bass but not particularly crisp mid and high ends. £50 seems steep. I was slightly underwhelmed - but contradictorily I’m sure I’ll like them and put them through their paces."
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",honest review,4.0,"I got these headphones in May of 2020 it is now September and they are still great.It got these headphones because i needed new headphones but also wanted wireless and im genrally impressed with how well they have been.They are quite comftable and dont look too bad.If you want a pair of headphones you dont have to invest in then these are perfect.The sound quality is actally good but the noise cancellation is the best, but that is what you would expect from headphones under £70.The only negative thing i have to say is it is very easy for other people to hear what your listing too.I reccomed these for anyone who wants inexpensive headphones :)"
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Best quality,4.0,"Good headphones for 1 or 2 hours of use like for training or short gaming or way to work, also great quality as expected from Sony."
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black","Great for the money, but has drawbacks",4.0,"I think these headphones are great for the money. Only problem I have is the head strap is just raw plastic without any padding or not slip material. Perhaps this what you get for under £40, but this lack of friction means the weight of headphones causes them to fall off my head when I lean forward. So they have to be constantly adjusted when leaning forward which is irritating, and kinda defeats the object of having a head strap to keep them on your head.  Fine if you are sitting still not doing anything, but not good if you are doing anything more exciting. I am now going to modify them with some tape or not slip material on the head strap."
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Excellent value,5.0,"These are a great pair of wireless headphones.The sound quality is very good for the price.  Bass is weighty, treble is nice and clear.  They go up to a respectable volume.Comfort wise they're not the best I've worn, however they don't cause any aches or sore spots and are very lightweight.  I wore them for 14 hours straight and didn't notice any discomfort.The battery life is impressive. I can get 20+ hours use, at high volumes, before needing a recharge.  They boast up to 32 hrs play back, and I don't doubt these headphones could achieve that.They charge quickly, I've not timed it exactly, but half an hours charge will last you a good 8 hours, at least.These are rather good for the £35 I paid, which is why they get a deserved 5 stars, even though the sub categories score 4 stars a roos the board."
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Alright for the price,4.0,Background noise is too loud and clear for both parties when on a call which is a bit off putting
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Good headphones,4.0,Wish the had the ability to skip tracks using buttons on the side but sound great apart from that😕
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Uncomfortable head strap and terrible microphone feedback mar what could have been a good product,1.0,"I don't know what I was expecting from this headset, I didn't expect audiophile sound, or premium build quality, but I wasn't expecting an unpadded hard plastic head strap that digs into my head, is uncomfortable within a minute and unbearable within 10!I ended up wrapping the headset strap in bubble wrap until a third party strap cover arrived, and that was another tenner I shouldn't have had to budget for.Sound quality as headphones is Ok, about what I'd expect at this price point, but the microphone has incredibly irritating feedback. I wasn't expecting it it to be as good a noise cancelling headset, but the microphone picks up the headphone output, which it echoes back a fraction of a second later, causing a feedback loop. This makes it sound like you're in a cave as soon as you switch from headphone to headset mode.I wanted on-ear headphones as my ears over heat in over-ear headphones, but these clamp with enough force that even the soft leatherette pad start to get hot and uncomfortable after not too long.Charging is also irritating. It tells you how much charge is left when you turn it on, which is useful if it's low, but it would be more useful for it to tell you the charge when you turn it off. Since you can't use this headset while charging, it would be useful to know that it's worth putting them on to charge while you don't need to use them, rather than only finding out you need to charge them when you do want to use them.Overall these were very disappointing given the well respected brand. They were obviously made to a price point, but some of these problems would be so easy to fix. A few pennies for strap padding, a few more for a microphone jack port, a few more for a power management IC which allowed use while charging, these could have rounded off the worst rough edges of this product."
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black","Great sound.. Well done, Sony! 👍",5.0,"I have read many negative reviews from about this Sony Headphones. So, I rejoiced when I heard on for the first time and, seriously, I highly recommend this truly magnificent sounds and it sits so comfortably on my head. Noise cancellation excellent, base excellent, sound quality excellent, 10/10. Thank you Sony 👍"
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Good for the price,4.0,"First time l bought this type head phones, bought to listen to tv early hours morning so not to disturb neighbours. Great listening to tv when in kitchen making your self a quick cup of tea or in a different room."
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Changed my mind....,5.0,"I previously wrote a very scathing ""not fit for purpose "" review about the ""sidetone issue"". I am now a convert having grown to understand the principle.  It works very well to help you understand just how loud you are on the phone! When not using them as a headset, i have found them to be superbly musical with a detailed, open soundstage and suprisingly even frequency profile and unfatigueing to listen to.  In a nutshell, learn to use the sidetone: your family and friends will appreciate it when you've got the hang of it and you get a suprisingly good pair of headphones as well."
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Great for general use,5.0,"Very good headphones for general use. Not bulky and not heavy.  My son wears them out doors all the time and loves them. Sound is what you expect from Sony, great."
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Good value for money (so far),4.0,"Had these for about 2 months now- the sound quality is decent, the battery lasts forever and there is definitely some noise cancelling that I have noticed when using them- although they don’t seem to have complete noise cancelling capacity. Overall, a good buy and good value for money (so far!)."
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Very good quality,5.0,Nice headphones for outdoor great sound quality.
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Breaking of connectivity while listening to music,4.0,Using this Bluetooth headphones from last five months. And I am getting this problem when a phone call arrives while listening to a music or if I switch application from one to another. It happens four out of ten times.
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Works okay,4.0,On off buttons not easily seen
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Excellent headphones,5.0,"Exactly what I was after. Not too big on your ears and sits comfortably on top so that you can listen for a good length of time. Battery life is fantastic, barely had to charge since I've had them! Range of Bluetooth is good too, have put the bins out and still been able to listen to my device that was at the back end of the house."
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",5 Stars Plus. - Excellent Value Bluetooth Headphones.,5.0,"These are the best Bluetooth headphones under £50. That’s it.I’ve tried & returned several.At £35-£40 they are excellent value.The battery life is incredibly good. Lasts weeks of daily use before recharge is required. 30-40 hours life.Build quality is very good.They are comfortable. I go for a 1 hour walk everyday wearing these & never had ear aches or any pains. There not to tight or to loose. Not too big. I wouldn’t want a pair of large cans out & about. I definitely wouldn’t want a pair of moronic looking sucker Beats headphones. These are subtle.I tried several budget in ear headphones under £70 & they were all disappointing. Uncomfortable & impractical.These are by quite a margin the best value & most practical.They sound good too. Balanced bass, mids & treble. The EQ on my iPhone in Rock works best for me.Their so good I’m considering buying a 2nd pair for spare.Excellent work Sony. 5 Stars Plus."
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Sound Is not amazing compaired to my corsair void wireless but It's good comfy bluetooth Is good,3.0,I would not recommended to use these for gaming and it is not studio headphone but all bluetooth headphones aren't amazing but okay for the price i got them for but do not buy these for 50 pounds that is a waste of money i got these for around 25 pound and that was a good deal but 50 is too much https://www.amazon.co.uk/JVC-Bluetooth-Headphones-3-Button-Control-Black/dp/B07BNZT7RB/ref=sr_1_11?dchild=1&keywords=jvc+headphones+wireless&qid=1628007296&s=electronics&sr=1-11i would recommend these there really cheap and sound crap but they're cheap as hell and if you break them you can buy a new pair and not break the wallet
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Could be better. (Mines defective),2.0,"Headphones are okay for it's price.Saying that, had better headphones cheaper.On top the ones I got were defective.On random occasion music start ""gapping"" with 2 second intervals, only way to stop it is restarting headphones."
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Great Value,5.0,"You get more than you’ve paid for. They don’t block out noise around you. But the quality is decent, you can drop and graze them on the ground with no noticeable damage. So it’s sturdy and great value."
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Product as expected,4.0,Product as expected
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Have to keep re-pairing,3.0,"The sound is great on these headphones, really rich and plenty of bass.  They are also very light and comfortable to wear.  However, I have to keep pairing these every time I want to use them.  I use them with my television and once paired and connected, the TV shows them in the list of paired audio devices.  However, the next time I use them, after switching them on, the TV detects them and asks me if I want to use the headphones, so I click on yes to allow them to be used.  They connect ok, but after a couple of seconds they bleep and the headphones say ""pairing"", but nothing happens.  To get them working I have to remove them from the list of paired devices, re-pair them and then connect again.  Then they work ok, but I have to do this EVERY time I switch the headphones on.I also get a few sound drop outs, only very brief, but annoying nonetheless - and it's not a distance problem as I'm only 2 to 3 meters from my TV."
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Great for an average person needs,5.0,"Battery lasts a long time and charges via usb quickly, sound quality is all I need to listening to podcasts, Netflix etc from my phone/tablet via Bluetooth. I would buy these again if my current ones break"
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Great sound quality for the price,4.0,"Great pair of headphones for the price, but everytime I go to pair, it connects then disconnects, then I have to use the remote for the TV, not a major issue, bit of a pain, but all round very good for the price, sound quality is great, if you're watching a film you don't need speakers in the room, the headphones do this for you, it's like being at the cinema."
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Ensure your Bluetooth is up to the job....,5.0,"When I first paired with my PC (with a Bluetooth dongle I had for years), the quality was appalling. I ordered a new dongle with A2DP and the sound quality was transformed, really good for the price! The tightness of the headset also became much more forgiving after a few uses too! Only used for listening so unable to comment for speech.UGREEN USB Bluetooth 5.0https://www.amazon.co.uk/stores/UGREEN/page/2A63225E-72A8-4CE1-9DA4-088290D489B1?ref_=ast_bln"
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Sony WH‐CH510 Wireless Bluetooth Headphones,5.0,"Really clear sound, bluetooth connect to all my devices, really easy to connect by bluetooth has well, the instruction book is really easy to understand and show you who to connect the headphones to your device. Noise cancelling is good,Block out most noise, to be honest I've never use them outside so I can't tell you if it cancels out all the traffic noise, Also if you have these headphones connected to your mobile phone you can answer the person calling you."
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Feels kinda cheap but not a big deal,4.0,"Really light - which some might think is a bad thing - but for me this is a good thing. The lightness means they don't fall off as easily. Also the head band is nice and tight so they fit pretty snug. They do feel a little cheap but that's seriously not a big deal as they are only £35. Battery life is also amazing - double the length of my old headphones. Uses a type-c charger so plugging it in doesn't take forever like with a lightning cable (don't have to look which way it plugs in).For the price, you're getting a pretty good deal."
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",All good but during the calls I could hear surrounding noises,4.0,"I use it for making office calls via teams and mobile phone. the voice is clear but the old draw back is I could hear surrounding noises too (e.g. writing something, breathing)  but the other person doesn't hear any disturbances.Looks like the mic picks up all the surrounding sounds as well.My ear hurts due to the pressure of headset after about half hour calls.GOOD Battery life"
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Pretty good headphones,4.0,The sound quality is very good when listening to music and on phone calls. The microphone quality is all very good. They dont have active noise cancellation however they do block out a decent amount of noise. They do not leak much sound. My only problem with these is that it can be quite a hassle switching them from one device to another as you have to impair then then pair them to the new device. This can be quite annoying if you are doing this fairly often. Other that this they are very good headphones
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Value for money,5.0,Good features. works well. - For the price you can't go wrong.
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Great value for Sony,4.0,"Great value Sony headphones!Not noise cancelling at all, but the battery life is amazing, easy to use the controls on the side, and. Find them comfy for both running and walking the dog.Overall very happy with them :)"
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Very good for the price,5.0,"These look good, charge quickly as well as holding their charge well, easily adjust to fit, are comfortable to wear, and have very high sound quality. The noise cancellation could be a little better, but probably not at this price.These are the best Bluetooth headphones I’ve used, and I’ve used a few!"
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Very happy,5.0,The headphone arrived quickly and are very good.
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Unuseable for Calls,1.0,"As soon as you start a call the headphone turns on SideTone, a stupid/crappy feature that feeds a laggy and high volume feed of the sounds in your surroundings directly into you ears. ANY sound in your surroundings is pumped high volume into your head and distracts you from actually hearing what’s being said in the call, my own keyboard and mouse clicks sound like they are inside my head, horrible. The worst part is that you cannot turn sidetone off, can’t imagine who had the Genius idea to ruin an otherwise solid product."
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",AMAZING,5.0,Best sounding wireless bass headphones I've had in a long time. Will buy again (I've bought 8 in the past year but I keep losing them lol)
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",excellent,5.0,only £30 quid but the sound on them is great and perfect for when I go to the gymcan't stand those in ear ones that constantly fall out
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Satisfied…………,4.0,"……..with the little time required for the headphone to be fully charged and with how long it lasts once charged.  The battery level indicator is useful – fully charged, 70%, 50%, battery level low; not all headphones have this.  Sound leakage starts to become noticeable above medium volume. For me, medium volume is loud enough; so that is not a problem. It connects quickly to devices and feels comfortable in comparison with over-padded headphones. A short USB type A to USB type C cable is supplied with it, which means that the headphone cannot be charged with the more common cables."
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Buy it,5.0,"Its a bit uncomfortable on the esr if you wear it for too long but the battery, sound and everything is amazing"
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Good quality earphones,5.0,"I bought it for the morning run. Earphones work well, adequate noise cancellation, used it for 2 months now- no issues so far. Music quality is good"
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Earpads got easily worn,3.0,All good but after two years of normal use the earpads are seriously damaged - please take a look at the picture.
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Great pair of headphones with one major flaw!,4.0,"Excellent lightweight headphones with great sound range. Great charge, good brand, and value for money.The biggest issue with these is the lack of foam or padding on the loop - these rub and become uncomfortable very quickly. The bare plastic is annoying against your hair and I can only imagine its worse if you have no natural padding on your head!"
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Decent for the price!,4.0,"While the set might not be super fancy and top quality, they do exactly what they need to do and not much more. They don’t cancel sound and the sound quality isn’t crisp but they’re a good set of headphones to get on a budget!"
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Brilliant never had Bluetooth before you,4.0,
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Great for price,5.0,"I purchased these, as I have a pair of Sony wired in Ear headphones already and wanted to try over Ear option for comfort,  and more importantly wireless.First impression is the sound is very good, and these are not the extra Bass version (I think extra £60) and thought I would try these first.The Bluetooth range is very good.I’ve had these about a month, and the the Battery is still at 70% and used on average an hour a day.Only downside is the charging cable is very small, and I suspect this is due the cost. I bought a USB extension cable for a few quid."
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Good,3.0,"Good but the material it’s not the best, the ear part just started to rip after a few months, and the noise cancellation could be far better. Little disappointed for being a Sony product."
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Good quality of sound but bad microphone,3.0,The quality of music sound is great but the microphone creates an echo when on a call which is why my rating is average.
